Make,Model,Cylinder,Transmission,CityMPG,HighwayMPG,CombinedMPG,Air Aspir Method,Air Aspiration Method Desc,Transmission,Trans Desc,Drive,Drive Desc,Fuel,Fuel Usage Desc - Conventional Fuel,Cost,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class,Carline Class Desc,Release Date,CityCO2,HighwayCO2,CombinedCO2
KIA MOTORS CORPORATION,Sorento AWD,6,Auto(A6),18,24,20,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,31,Small SUV 4WD,2014-01-02,506,378,449
KIA MOTORS CORPORATION,Sportage AWD,4,Auto(A6),19,24,21,TC,Turbocharged,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,31,Small SUV 4WD,2014-06-02,470,360,421
KIA MOTORS CORPORATION,Sportage AWD,4,Auto(A6),19,26,22,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,2014-06-02,451,339,400
Lamborghini,Aventador Coupe,12,Auto(AM-S7),11,18,13,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),4400,4400,1,Two Seaters,2014-07-04,836,481,676
Lamborghini,Aventador Roadster,12,Auto(AM-S7),10,16,12,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),4750,4750,1,Two Seaters,2014-07-04,902,547,742
Lamborghini,Huracan,10,Auto(AM-S7),14,20,16,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3550,3550,1,Two Seaters,2014-05-12,629,441,544
Lamborghini,Veneno Roadster,12,Auto(AM-S7),11,17,13,NA,Naturally Aspirated,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),4400,4400,1,Two Seaters,2014-07-04,831,523,692
Land Rover,LR2,4,Auto(S9),17,24,20,TC,Turbocharged,SA,Semi-Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2850,2850,31,Small SUV 4WD,2014-05-01,509,376,450
Land Rover,Land Rover LR4,6,Auto(S8),15,19,16,SC,Supercharged,SA,Semi-Automatic,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3550,3550,33,Standard SUV 4WD,2014-08-01,610,456,540
LEXUS,IS 250,6,Auto(S6),21,30,24,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2400,2400,4,Compact Cars,2014-07-23,417,292,361
LEXUS,IS 250 AWD,6,Auto(S6),20,27,23,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2500,2500,4,Compact Cars,2014-07-23,441,325,389
LEXUS,IS 350,6,Auto(S8),19,28,22,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2600,2600,4,Compact Cars,2014-07-23,461,315,401
LEXUS,IS 350 AWD,6,Auto(S6),19,26,21,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2700,2700,4,Compact Cars,2014-07-23,475,337,413
LEXUS,RX 350,6,Auto(S6),18,25,21,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,30,Small SUV 2WD,2014-03-10,487,356,428
LEXUS,RX 450h,6,Auto(AV-S6),32,28,30,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),F,"2-Wheel Drive, Front",GPR,Gasoline (Premium Unleaded Required),1900,1900,30,Small SUV 2WD,2014-03-10,281,317,297
LEXUS,RX 350 AWD,6,Auto(S6),18,24,20,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,31,Small SUV 4WD,2014-03-10,506,370,445
LEXUS,RX 350 AWD,6,Auto(S8),18,26,21,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,31,Small SUV 4WD,2014-03-10,482,345,420
LEXUS,RX 450h AWD,6,Auto(AV-S6),30,28,29,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),1950,1950,31,Small SUV 4WD,2014-03-10,299,320,309
Lincoln,MKZ AWD,4,Auto(S6),22,31,25,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2100,2100,5,Midsize Cars,2014-06-23,410,284,354
Lincoln,MKZ AWD,6,Auto(S6),18,26,21,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,5,Midsize Cars,2014-07-07,493,348,427
Lincoln,MKZ FWD,4,Auto(S6),22,33,26,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,5,Midsize Cars,2014-06-23,396,267,338
Lincoln,MKZ FWD,6,Auto(S6),18,27,22,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2400,2400,5,Midsize Cars,2014-07-07,483,327,413
Lincoln,MKZ HYBRID FWD,4,Auto(AV),41,39,40,NA,Naturally Aspirated,CVT,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1300,1300,5,Midsize Cars,2014-07-02,216,228,222
Lincoln,MKS AWD,6,Auto(S6),17,25,20,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,6,Large Cars,2014-06-05,524,357,449
Lincoln,MKC  FWD,4,Auto(S6),20,29,23,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,30,Small SUV 2WD,2014-05-19,445,307,387
Lincoln,MKX FWD,6,Auto(S6),18,26,21,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,30,Small SUV 2WD,2014-08-04,502,345,431
Lincoln,MKC  AWD,4,Auto(S6),19,26,22,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,31,Small SUV 4WD,2014-05-19,468,343,404
Lincoln,MKC  AWD,4,Auto(S6),18,26,21,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,31,Small SUV 4WD,2014-05-19,489,347,425
Lincoln,MKX AWD,6,Auto(S6),17,23,19,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,31,Small SUV 4WD,2014-08-04,516,389,459
MAZDA,MX-5,4,Auto(S6),21,28,23,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2500,1,Two Seaters,2014-04-25,423,316,375
MAZDA,MX-5,4,Manual(M5),22,28,25,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2300,2300,1,Two Seaters,2014-04-25,390,315,356
MAZDA,MX-5,4,Manual(M6),21,28,24,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,1,Two Seaters,2014-04-25,411,314,368
MAZDA,MAZDA3 4-Door,4,Auto(S6),30,41,34,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1550,1550,4,Compact Cars,2014-07-07,297,216,260
MAZDA,MAZDA3 4-Door,4,Manual(M6),29,41,33,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,1600,4,Compact Cars,2014-07-07,303,218,265
MAZDA,MAZDA3 4-Door,4,Auto(S6),28,39,32,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,4,Compact Cars,2014-07-07,317,228,277
MAZDA,MAZDA3 4-Door,4,Auto(S6),29,40,33,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,1600,4,Compact Cars,2014-07-07,309,224,271
MAZDA,MAZDA3 4-Door,4,Manual(M6),25,37,29,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,4,Compact Cars,2014-07-07,354,242,304
MAZDA,MAZDA 6,4,Auto(S6),26,38,30,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,5,Midsize Cars,2014-01-02,340,236,293
MAZDA,MAZDA 6,4,Auto(S6),28,40,32,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,5,Midsize Cars,2014-01-02,318,223,275
MAZDA,MAZDA 6,4,Manual(M6),25,37,29,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,2014-01-02,355,242,304
MAZDA,MAZDA3 5-Door,4,Auto(S6),30,40,33,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,1600,5,Midsize Cars,2014-07-07,300,222,265
MAZDA,MAZDA3 5-Door,4,Manual(M6),29,40,33,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1600,1600,5,Midsize Cars,2014-07-07,308,222,269
MAZDA,MAZDA3 5-Door,4,Auto(S6),27,37,31,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,5,Midsize Cars,2014-07-07,326,243,288
MAZDA,MAZDA3 5-Door,4,Auto(S6),28,39,32,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,5,Midsize Cars,2014-07-07,313,229,275
MAZDA,MAZDA3 5-Door,4,Manual(M6),26,35,29,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,2014-07-07,349,252,305
MAZDA,MAZDA 5,4,Auto(S5),21,28,24,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,20,"Special Purpose Vehicle, minivan 2WD",2014-07-24,413,317,370
MAZDA,CX-5 2WD,4,Auto(S6),26,32,29,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,30,Small SUV 2WD,2014-01-02,335,274,307
MAZDA,CX-5 2WD,4,Manual(M6),26,35,29,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,30,Small SUV 2WD,2014-01-02,339,256,302
MAZDA,CX-5 2WD,4,Auto(S6),25,32,27,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,30,Small SUV 2WD,2014-01-02,360,280,324
MAZDA,CX-9 2WD,6,Auto(S6),17,24,19,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2750,2750,30,Small SUV 2WD,2014-07-25,525,372,457
MAZDA,CX-5 4WD,4,Auto(S6),25,31,28,NA,Naturally Aspirated,SA,Semi-Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1900,1900,31,Small SUV 4WD,2014-01-02,349,287,321
MAZDA,CX-5 4WD,4,Auto(S6),24,30,26,NA,Naturally Aspirated,SA,Semi-Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2000,2000,31,Small SUV 4WD,2014-01-02,372,297,338
MAZDA,CX-9 4WD,6,Auto(S6),16,22,18,NA,Naturally Aspirated,SA,Semi-Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,31,Small SUV 4WD,2014-07-25,543,404,480
Mercedes-Benz,SL 400,8,Auto(A7),20,27,23,TC,Turbocharged,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2500,2500,1,Two Seaters,2014-07-25,444,327,392
Mercedes-Benz,SL 550,8,Auto(A7),17,24,20,TC,Turbocharged,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,1,Two Seaters,2014-07-15,506,364,442
Mercedes-Benz,SL 65 AMG,12,Auto(A7),14,21,17,TC,Turbocharged,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3350,3350,1,Two Seaters,2014-07-14,633,423,539
Mercedes-Benz,SLK 250,4,Auto(A7),23,33,26,TC,Turbocharged,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2200,2200,1,Two Seaters,2014-07-10,393,273,339
Mercedes-Benz,SLK 250,4,Manual(M6),22,32,26,TC,Turbocharged,M,Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2200,2200,1,Two Seaters,2014-07-10,397,276,343
Mercedes-Benz,SLK 350,6,Auto(A7),21,29,24,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2400,2400,1,Two Seaters,2014-07-14,419,307,368
Mercedes-Benz,SLS AMG GT Coupe,8,Auto(AM7),13,19,15,NA,Naturally Aspirated,AM,Automated Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,1,Two Seaters,2014-04-22,688,475,592
Mercedes-Benz,SLS AMG GT Roadster,8,Auto(AM7),13,19,15,NA,Naturally Aspirated,AM,Automated Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,1,Two Seaters,2014-04-22,688,475,592
Mercedes-Benz,Smart fortwo (Convertible),3,Auto(AM5),34,38,36,NA,Naturally Aspirated,AM,Automated Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),1600,1600,1,Two Seaters,2014-06-03,256,228,244
Mercedes-Benz,Smart fortwo (COUPE),3,Auto(AM5),34,38,36,NA,Naturally Aspirated,AM,Automated Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),1600,1600,1,Two Seaters,2014-06-03,256,228,244
Mercedes-Benz,C 250 (Coupe),4,Auto(A7),22,31,25,TC,Turbocharged,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2300,2300,3,Subcompact Cars,2014-07-10,411,282,353
Mercedes-Benz,C 350 (Coupe),6,Auto(A7),20,28,23,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2500,2500,3,Subcompact Cars,2014-07-14,440,311,382
Mercedes-Benz,C 350 4MATIC (Coupe),6,Auto(A7),19,27,22,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2600,2600,3,Subcompact Cars,2014-07-14,457,326,398
Mercedes-Benz,C 63 AMG Coupe,8,Auto(A7),13,19,15,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,3,Subcompact Cars,2014-07-10,674,461,578
Mercedes-Benz,C 400 4MATIC,8,Auto(A7),22,29,24,TC,Turbocharged,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2400,2400,4,Compact Cars,2014-07-25,409,311,365
Mercedes-Benz,S 550,8,Auto(A7),17,26,20,TC,Turbocharged,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,6,Large Cars,2014-04-28,528,341,444
Mercedes-Benz,S 550 4MATIC,8,Auto(A7),16,26,19,TC,Turbocharged,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,3000,6,Large Cars,2014-04-28,557,346,462
Mercedes-Benz,S 600,12,Auto(A7),12,21,15,TC,Turbocharged,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,6,Large Cars,2014-05-27,712,419,580
Mercedes-Benz,S 63 AMG 4MATIC,8,Auto(A7),15,23,18,TC,Turbocharged,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3150,3150,6,Large Cars,2014-04-28,593,383,499
Mercedes-Benz,S 65 AMG,12,Auto(A7),13,20,15,TC,Turbocharged,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,6,Large Cars,2014-05-27,694,443,581
Mercedes-Benz,GLK 350,6,Auto(A7),19,26,22,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2600,2600,30,Small SUV 2WD,2014-06-06,468,345,413
Mercedes-Benz,GLK 350,6,Auto(A7),19,25,21,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2700,2700,30,Small SUV 2WD,2014-06-16,474,350,418
Mercedes-Benz,GLK 350 4MATIC,6,Auto(A7),18,24,20,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2850,2850,31,Small SUV 4WD,2014-06-06,492,386,444
Mercedes-Benz,GLK 350 4MATIC,6,Auto(A7),18,25,21,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2700,2700,31,Small SUV 4WD,2014-07-01,488,360,430
Mercedes-Benz,ML 350,6,Auto(A7),18,24,20,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,32,Standard SUV 2WD,2014-07-23,491,377,440
Mercedes-Benz,GL 350 BLUETEC 4MATIC,6,Auto(A7),19,26,22,TC,Turbocharged,A,Automatic,4,4-Wheel Drive,DU,"Diesel, ultra low sulfur (15 ppm, maximum)",2550,2550,33,Standard SUV 4WD,2014-07-22,533,391,469
Mercedes-Benz,GL 450 4MATIC,6,Auto(A7),17,21,19,TC,Turbocharged,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,3000,33,Standard SUV 4WD,2014-07-04,526,423,480
Mercedes-Benz,GL 550 4MATIC,8,Auto(A7),13,18,15,TC,Turbocharged,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3800,3800,33,Standard SUV 4WD,2014-07-15,660,498,587
Mercedes-Benz,ML 350 4MATIC,6,Auto(A7),17,22,19,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,3000,33,Standard SUV 4WD,2014-07-15,506,396,456
Mercedes-Benz,ML 350 4MATIC,6,Auto(A7),17,22,19,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,3000,33,Standard SUV 4WD,2014-07-23,506,396,456
Mercedes-Benz,ML 400 4MATIC,6,Auto(A7),18,22,20,TC,Turbocharged,A,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2850,2850,33,Standard SUV 4WD,2014-07-04,496,403,454
Mini,Mini Cooper Coupe,4,Auto(S6),28,36,31,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1850,1850,1,Two Seaters,2014-03-27,321,246,287
Mini,Mini Cooper Coupe,4,Manual(M6),29,37,32,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1800,1800,1,Two Seaters,2014-03-27,303,241,275
Mini,Mini Cooper Roadster,4,Auto(S6),26,34,29,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,2014-03-27,335,257,300
Mini,Mini Cooper Roadster,4,Manual(M6),27,34,30,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,1,Two Seaters,2014-03-27,327,264,298
Mini,Mini Cooper S Coupe,4,Auto(S6),25,34,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,1,Two Seaters,2014-03-27,352,264,312
Mini,Mini Cooper S Coupe,4,Manual(M6),26,35,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,2014-03-28,340,255,302
Mini,Mini Cooper S Roadster,4,Auto(S6),25,34,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,1,Two Seaters,2014-03-27,352,264,312
Mini,Mini Cooper S Roadster,4,Manual(M6),26,35,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,2014-03-28,340,255,302
Mini,Mini John Cooper Works Coupe,4,Auto(S6),25,34,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,1,Two Seaters,2014-03-27,352,264,312
Mini,Mini John Cooper Works Coupe,4,Manual(M6),26,35,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,2014-03-28,340,255,302
Mini,Mini John Cooper Works Roadster,4,Auto(S6),25,34,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,1,Two Seaters,2014-03-27,352,264,312
Mini,Mini John Cooper Works Roadster,4,Manual(M6),26,35,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,2014-03-28,340,255,302
Mini,Mini Cooper Convertible,4,Auto(S6),26,34,29,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,2,Minicompact Cars,2014-03-27,335,257,300
Mini,Mini Cooper Convertible,4,Manual(M6),27,34,30,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,2,Minicompact Cars,2014-03-27,327,264,298
Mini,Mini Cooper S Convertible,4,Auto(S6),25,34,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,2,Minicompact Cars,2014-03-27,352,264,312
Mini,Mini Cooper S Convertible,4,Manual(M6),26,35,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,2,Minicompact Cars,2014-03-28,340,255,302
Mini,Mini John Cooper Works Conv.,4,Auto(S6),25,34,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,2,Minicompact Cars,2014-03-27,352,264,312
Mini,Mini John Cooper Works Conv.,4,Manual(M6),26,35,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,2,Minicompact Cars,2014-03-28,340,255,302
Mini,Mini Cooper Countryman,4,Auto(S6),25,30,27,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,2014-03-27,355,296,328
Mini,Mini Cooper Countryman,4,Manual(M6),27,34,30,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,4,Compact Cars,2014-03-27,327,264,298
Mini,Mini Cooper Paceman,4,Auto(S6),25,30,27,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,2014-03-27,355,296,328
Mini,Mini Cooper Paceman,4,Manual(M6),27,34,30,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,4,Compact Cars,2014-03-27,327,264,298
Mini,Mini Cooper S Countryman,4,Auto(S6),25,32,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,4,Compact Cars,2014-03-27,352,275,318
Mini,Mini Cooper S Countryman,4,Manual(M6),26,32,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,4,Compact Cars,2014-03-28,337,275,309
Mini,Mini Cooper S Countryman All4,4,Auto(S6),23,30,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,4,Compact Cars,2014-03-27,380,292,340
Mini,Mini Cooper S Countryman All4,4,Manual(M6),25,31,27,TC,Turbocharged,M,Manual,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,2014-03-28,353,287,323
Mini,Mini Cooper S Paceman,4,Auto(S6),25,32,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,4,Compact Cars,2014-03-27,352,275,318
Mini,Mini Cooper S Paceman,4,Manual(M6),26,32,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,4,Compact Cars,2014-03-28,337,275,309
Mini,Mini Cooper S Paceman ALL4,4,Auto(S6),23,30,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,4,Compact Cars,2014-03-27,380,292,340
Mini,Mini Cooper S Paceman ALL4,4,Manual(M6),25,31,27,TC,Turbocharged,M,Manual,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,2014-03-28,353,287,323
Mini,Mini JCW Countryman ALL4,4,Auto(S6),23,30,26,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,4,Compact Cars,2014-03-27,380,292,340
